Date,Open,High,Low,Close,Adj Close,Volume
2017-02-06,32.282501,32.625000,32.224998,32.572498,30.620888,107383600
2017-02-07,32.634998,33.022499,32.612499,32.882500,30.912313,152735200
2017-02-08,32.837502,33.055000,32.805000,33.009998,31.032175,92016400
2017-02-09,32.912498,33.112499,32.779999,33.105000,31.256411,113399600
2017-02-10,33.115002,33.235001,33.012501,33.029999,31.185600,80262000
2017-02-13,33.270000,33.455002,33.187500,33.322498,31.461765,92141600
2017-02-14,33.367500,33.772499,33.312500,33.755001,31.870117,132904800
2017-02-15,33.880001,34.067501,33.654999,33.877499,31.985771,142492400
2017-02-16,33.917500,33.974998,33.709999,33.837502,31.948019,90338400
2017-02-17,33.775002,33.957500,33.775002,33.930000,32.035351,88792800
2017-02-21,34.057499,34.187500,33.994999,34.174999,32.266666,98028800
2017-02-22,34.107498,34.279999,34.027500,34.277500,32.363449,83347600
2017-02-23,34.345001,34.369999,34.075001,34.132500,32.226540,83152800
2017-02-24,33.977501,34.165001,33.820000,34.165001,32.257229,87106400
2017-02-27,34.285000,34.360001,34.070000,34.232498,32.320950,81029600
2017-02-28,34.270000,34.360001,34.174999,34.247501,32.335114,93931600
2017-03-01,34.472500,35.037498,34.400002,34.947498,32.996033,145658400
2017-03-02,35.000000,35.070000,34.689999,34.740002,32.800114,104844000
2017-03-03,34.695000,34.957500,34.647499,34.945000,32.993668,84432400
2017-03-06,34.842499,34.942501,34.650002,34.834999,32.889812,87000000
2017-03-07,34.764999,34.994999,34.697498,34.880001,32.932301,69785200
2017-03-08,34.737499,34.950001,34.705002,34.750000,32.809551,74828800
2017-03-09,34.685001,34.697498,34.262501,34.669998,32.734028,88623600
2017-03-10,34.812500,34.840000,34.660000,34.785000,32.842602,78451200
2017-03-13,34.712502,34.857498,34.705002,34.799999,32.856766,69686800
2017-03-14,34.825001,34.912498,34.709999,34.747501,32.807190,61236400
2017-03-15,34.852501,35.187500,34.757500,35.115002,33.154175,102767200
2017-03-16,35.180000,35.255001,35.064999,35.172501,33.208466,76928000
2017-03-17,35.250000,35.250000,34.972500,34.997501,33.043236,175540000
2017-03-20,35.099998,35.375000,35.057499,35.365002,33.390213,86168000
2017-03-21,35.527500,35.700001,34.932499,34.959999,33.007824,158119600
2017-03-22,34.962502,35.400002,34.939999,35.355000,33.380775,103440800
2017-03-23,35.314999,35.395000,35.152500,35.230000,33.262749,81385200
2017-03-24,35.375000,35.435001,35.087502,35.160000,33.196663,89582400
2017-03-27,34.847500,35.305000,34.654999,35.220001,33.253307,94300400
2017-03-28,35.227501,36.009998,35.154999,35.950001,33.942566,133499200
2017-03-29,35.919998,36.122501,35.797501,36.029999,34.018078,116760000
2017-03-30,36.047501,36.125000,35.875000,35.982498,33.973225,84829200
2017-03-31,35.930000,36.067501,35.752499,35.915001,33.909504,78646800
2017-04-03,35.927502,36.029999,35.762501,35.924999,33.918949,79942800
2017-04-04,35.812500,36.222500,35.792500,36.192501,34.171497,79565600
2017-04-05,36.055000,36.365002,35.952499,36.005001,33.994476,110871600
2017-04-06,36.072498,36.130001,35.862499,35.915001,33.909504,84596000
2017-04-07,35.932499,36.044998,35.817501,35.834999,33.833977,66688800
2017-04-10,35.900002,35.970001,35.724998,35.792500,33.793842,75733600
2017-04-11,35.735001,35.837502,35.014999,35.407501,33.430340,121517600
2017-04-12,35.400002,35.537498,35.252499,35.450001,33.470467,81400000
2017-04-13,35.477501,35.595001,35.262501,35.262501,33.293438,71291600
2017-04-17,35.369999,35.470001,35.217499,35.457500,33.477554,66328400
2017-04-18,35.352501,35.509998,35.277500,35.299999,33.328846,58790000
2017-04-19,35.470001,35.500000,35.112499,35.169998,33.206100,69313600
2017-04-20,35.305000,35.730000,35.290001,35.610001,33.621529,93278400
2017-04-21,35.610001,35.669998,35.462502,35.567501,33.581409,69283600
2017-04-24,35.875000,35.987499,35.794998,35.910000,33.904785,68537200
2017-04-25,35.977501,36.224998,35.967499,36.132500,34.114861,75486000
2017-04-26,36.117500,36.150002,35.845001,35.919998,33.914223,80164800
2017-04-27,35.980000,36.040001,35.827499,35.947498,33.940186,56985200
2017-04-28,36.022499,36.075001,35.817501,35.912498,33.907143,83441600
2017-05-01,36.275002,36.799999,36.240002,36.645000,34.598740,134411600
2017-05-02,36.884998,37.022499,36.709999,36.877499,34.818256,181408800
2017-05-03,36.397499,36.872501,36.067501,36.764999,34.712040,182788000
2017-05-04,36.630001,36.785000,36.452499,36.632500,34.586933,93487600
2017-05-05,36.689999,37.244999,36.689999,37.240002,35.160511,109310800
2017-05-08,37.257500,38.424999,37.257500,38.252499,36.116478,195009600
2017-05-09,38.467499,38.720001,38.362499,38.497501,36.347797,156521600
2017-05-10,38.407501,38.485001,38.027500,38.314999,36.175484,103222800
2017-05-11,38.112499,38.517502,38.077499,38.487499,36.488354,109020400
2017-05-12,38.674999,39.105000,38.667500,39.025002,36.997932,130108000
2017-05-15,39.002499,39.162498,38.762501,38.924999,36.903111,104038800
2017-05-16,38.985001,39.014999,38.680000,38.867500,36.848618,80194000
2017-05-17,38.400002,38.642502,37.427502,37.562500,35.611397,203070800
2017-05-18,37.817501,38.334999,37.782501,38.134998,36.154144,134272800
2017-05-19,38.345001,38.494999,38.157501,38.264999,36.277405,107843200
2017-05-22,38.500000,38.645000,38.227501,38.497501,36.497818,91865600
2017-05-23,38.724998,38.724998,38.327499,38.450001,36.452789,79675600
2017-05-24,38.459999,38.542500,38.167500,38.334999,36.343758,76712000
2017-05-25,38.432499,38.587502,38.257500,38.467499,36.469383,76942400
2017-05-26,38.500000,38.560001,38.327499,38.402500,36.407761,87710400
2017-05-30,38.355000,38.607498,38.332500,38.417500,36.421978,80507600
2017-05-31,38.492500,38.542500,38.095001,38.189999,36.206299,97804800
2017-06-01,38.292500,38.332500,38.055000,38.294998,36.305840,65616400
2017-06-02,38.395000,38.862499,38.222500,38.862499,36.843864,111082800
2017-06-05,38.584999,38.612499,38.365002,38.482498,36.483601,101326800
2017-06-06,38.474998,38.952499,38.445000,38.612499,36.606857,106499600
2017-06-07,38.755001,38.994999,38.619999,38.842499,36.824909,84278400
2017-06-08,38.812500,38.884998,38.599998,38.747501,36.734844,85003200
2017-06-09,38.797501,38.797501,36.505001,37.244999,35.310383,259530800
2017-06-12,36.435001,36.522499,35.627499,36.355000,34.466614,289229200
2017-06-13,36.790001,36.862499,36.287498,36.647499,34.743912,136661600
2017-06-14,36.875000,36.875000,35.959999,36.290001,34.404995,126124800
2017-06-15,35.830002,36.119999,35.552502,36.072498,34.198784,128661600
2017-06-16,35.945000,36.125000,35.549999,35.567501,33.720016,201444400
2017-06-19,35.915001,36.685001,35.915001,36.584999,34.684666,130165600
2017-06-20,36.717499,36.717499,36.235001,36.252499,34.369434,99600400
2017-06-21,36.380001,36.517502,36.152500,36.467499,34.573265,85063200
2017-06-22,36.442501,36.674999,36.279999,36.407501,34.516392,76425200
2017-06-23,36.282501,36.790001,36.277500,36.570000,34.670448,141757600
2017-06-26,36.792500,37.070000,36.345001,36.455002,34.561420,102769600
2017-06-27,36.252499,36.540001,35.904999,35.932499,34.066063,99047600
2017-06-28,36.122501,36.527500,35.790001,36.457500,34.563789,88329600
2017-06-29,36.177502,36.282501,35.570000,35.919998,34.054211,125997600
2017-06-30,36.112499,36.240002,35.945000,36.005001,34.134792,92096400
2017-07-03,36.220001,36.325001,35.775002,35.875000,34.011539,57111200
2017-07-05,35.922501,36.197498,35.680000,36.022499,34.151382,86278400
2017-07-06,35.755001,35.875000,35.602501,35.682499,33.829048,96515200
2017-07-07,35.724998,36.187500,35.724998,36.044998,34.172714,76806800
2017-07-10,36.027500,36.487499,35.842499,36.264999,34.381298,84362400
2017-07-11,36.182499,36.462502,36.095001,36.382500,34.492683,79127200
2017-07-12,36.467499,36.544998,36.205002,36.435001,34.542454,99538000
2017-07-13,36.375000,37.122501,36.360001,36.942501,35.023594,100797600
2017-07-14,36.992500,37.332500,36.832500,37.259998,35.324596,80528400
2017-07-17,37.205002,37.724998,37.142502,37.389999,35.447842,95174000
2017-07-18,37.299999,37.532501,37.167500,37.520000,35.571098,71475200
2017-07-19,37.619999,37.855000,37.487499,37.755001,35.793892,83692000
2017-07-20,37.875000,37.935001,37.547501,37.584999,35.632725,68974800
2017-07-21,37.497501,37.610001,37.220001,37.567501,35.616131,105010400
2017-07-24,37.645000,38.110001,37.474998,38.022499,36.047497,85972800
2017-07-25,37.950001,38.459999,37.950001,38.185001,36.201561,75415600
2017-07-26,38.337502,38.482498,38.264999,38.365002,36.372196,63124000
2017-07-27,38.437500,38.497501,36.825001,37.639999,35.684868,129905200
2017-07-28,37.472500,37.557499,37.297501,37.375000,35.433624,68854800
2017-07-31,37.474998,37.582500,37.032501,37.182499,35.251129,79383600
2017-08-01,37.275002,37.555000,37.102501,37.512501,35.563995,141474400
2017-08-02,39.820000,39.937500,39.040001,39.285000,37.244415,279747200
2017-08-03,39.262501,39.302502,38.755001,38.892502,36.872314,108389200
2017-08-04,39.017502,39.349998,38.922501,39.097500,37.066662,82239600
2017-08-07,39.264999,39.730000,39.167500,39.702499,37.640232,87481200
2017-08-08,39.650002,40.457500,39.567501,40.020000,37.941246,144823600
2017-08-09,39.814999,40.317501,39.777500,40.264999,38.173515,104526000
2017-08-10,39.974998,40.000000,38.657501,38.830002,36.957623,163217200
2017-08-11,39.150002,39.642502,39.017502,39.369999,37.471581,105028400
2017-08-14,39.830002,40.052502,39.687500,39.962502,38.035507,88490800
2017-08-15,40.165001,40.549999,40.035000,40.400002,38.451916,117862000
2017-08-16,40.485001,40.627499,40.037498,40.237499,38.297253,110686400
2017-08-17,40.130001,40.177502,39.459999,39.465000,37.562004,111762400
2017-08-18,39.465000,39.875000,39.180000,39.375000,37.476337,109712400
2017-08-21,39.375000,39.472500,38.777500,39.302502,37.407341,105474000
2017-08-22,39.557499,40.000000,39.505001,39.945000,38.018848,86418400
2017-08-23,39.767502,40.117500,39.720001,39.994999,38.066448,77596400
2017-08-24,40.107498,40.185001,39.637501,39.817501,37.897503,79275600
2017-08-25,39.912498,40.139999,39.817501,39.965000,38.037884,101920400
2017-08-28,40.035000,40.500000,39.982498,40.367500,38.420975,103864000
2017-08-29,40.025002,40.779999,40.000000,40.727501,38.763626,118067600
2017-08-30,40.950001,40.972500,40.652500,40.837502,38.868320,109078400
2017-08-31,40.910000,41.130001,40.869999,41.000000,39.022980,107140400
2017-09-01,41.200001,41.235001,40.907501,41.012501,39.034878,66364400
2017-09-05,40.937500,41.062500,40.139999,40.520000,38.566135,117874000
2017-09-06,40.677502,40.747501,40.130001,40.477501,38.525677,86606800
2017-09-07,40.522499,40.560001,40.090000,40.314999,38.371014,87714000
2017-09-08,40.215000,40.287498,39.632500,39.657501,37.745220,114446000
2017-09-11,40.125000,40.512501,39.972500,40.375000,38.428120,126323200
2017-09-12,40.652500,40.990002,39.692501,40.215000,38.275837,286856000
2017-09-13,39.967499,39.990002,39.477501,39.912498,37.987919,179629600
2017-09-14,39.747501,39.849998,39.522499,39.570000,37.661945,95042800
2017-09-15,39.617500,40.242500,39.500000,39.970001,38.042648,196458400
2017-09-18,40.027500,40.125000,39.500000,39.667500,37.754738,113077600
2017-09-19,39.877499,39.942501,39.610001,39.682499,37.769005,83242400
2017-09-20,39.474998,39.564999,38.457500,39.017502,37.136066,211805600
2017-09-21,38.950001,38.950001,38.187500,38.347500,36.498375,150046800
2017-09-22,37.884998,38.067501,37.639999,37.972500,36.141464,186581600
2017-09-25,37.497501,37.957500,37.290001,37.637501,35.822617,177549200
2017-09-26,37.945000,38.480000,37.922501,38.285000,36.438900,146640000
2017-09-27,38.450001,38.680000,38.384998,38.557499,36.698265,102016800
2017-09-28,38.472500,38.570000,38.174999,38.320000,36.472206,88022000
2017-09-29,38.302502,38.532501,38.000000,38.529999,36.672081,105199200
2017-10-02,38.564999,38.612499,38.180000,38.452499,36.598320,74795200
2017-10-03,38.502499,38.772499,38.477501,38.619999,36.757740,64921200
2017-10-04,38.407501,38.465000,38.115002,38.369999,36.519802,80655200
2017-10-05,38.544998,38.860001,38.512501,38.847500,36.974277,85135200
2017-10-06,38.742500,38.872501,38.639999,38.825001,36.952850,69630400
2017-10-09,38.952499,39.182499,38.872501,38.959999,37.081345,65051600
2017-10-10,39.014999,39.500000,38.775002,38.974998,37.095619,62468000
2017-10-11,38.992500,39.244999,38.937500,39.137501,37.250286,67622400
2017-10-12,39.087502,39.342499,38.932499,39.000000,37.119415,64500400
2017-10-13,39.182499,39.320000,39.102501,39.247501,37.354988,65576800
2017-10-16,39.474998,40.000000,39.412498,39.970001,38.042648,96486000
2017-10-17,39.945000,40.217499,39.807499,40.117500,38.183033,75989200
2017-10-18,40.105000,40.177502,39.900002,39.939999,38.014088,65496800
2017-10-19,39.187500,39.270000,38.755001,38.994999,37.114662,170336800
2017-10-20,39.152500,39.437500,38.990002,39.062500,37.178898,95896400
2017-10-23,39.222500,39.422501,38.875000,39.042500,37.159870,87937200
2017-10-24,39.072498,39.355000,39.049999,39.275002,37.381165,71028800
2017-10-25,39.227501,39.387501,38.817501,39.102501,37.216980,84828400
2017-10-26,39.307499,39.457500,39.195000,39.352501,37.454929,68002000
2017-10-27,39.822498,40.900002,39.674999,40.762501,38.796936,177816800
2017-10-30,40.972500,42.017502,40.930000,41.680000,39.670193,178803200
2017-10-31,41.974998,42.412498,41.735001,42.259998,40.222229,144187200
2017-11-01,42.467499,42.485001,41.402500,41.722500,39.710648,134551200
2017-11-02,41.650002,42.125000,41.320000,42.027500,40.000931,165573600
2017-11-03,43.500000,43.564999,42.779999,43.125000,41.045517,237594400
2017-11-06,43.092499,43.747501,42.930000,43.562500,41.461918,140105200
2017-11-07,43.477501,43.812500,43.400002,43.702499,41.595173,97446000
2017-11-08,43.665001,44.060001,43.582500,44.060001,41.935429,97638000
2017-11-09,43.777500,44.025002,43.285000,43.970001,41.849770,117930400
2017-11-10,43.777500,43.845001,43.567501,43.667500,41.711262,100582000
2017-11-13,43.375000,43.625000,43.349998,43.492500,41.544109,67928400
2017-11-14,43.259998,43.369999,42.794998,42.834999,40.916061,99130000
2017-11-15,42.492500,42.580002,42.095001,42.270000,40.376373,116632400
2017-11-16,42.794998,42.967499,42.575001,42.775002,40.858742,94550000
2017-11-17,42.759998,42.847500,42.410000,42.537498,40.631882,87598000
2017-11-20,42.572498,42.639999,42.389999,42.494999,40.591290,65049600
2017-11-21,42.695000,43.424999,42.695000,43.285000,41.345898,100525200
2017-11-22,43.340000,43.750000,43.262501,43.740002,41.780514,102355600
2017-11-24,43.775002,43.875000,43.662498,43.742500,41.782909,56106800
2017-11-27,43.762501,43.770000,43.334999,43.522499,41.572758,82867200
2017-11-28,43.575001,43.717499,42.965000,43.267502,41.329182,105715200
2017-11-29,43.157501,43.230000,41.790001,42.369999,40.471889,166665600
2017-11-30,42.607498,43.035000,42.110001,42.962502,41.037846,166108800
2017-12-01,42.487499,42.917500,42.125000,42.762501,40.846817,159037200
2017-12-04,43.119999,43.154999,42.407501,42.450001,40.548302,130169600
2017-12-05,42.264999,42.880001,42.099998,42.410000,40.510098,109400800
2017-12-06,41.875000,42.549999,41.615002,42.252499,40.359653,114240000
2017-12-07,42.257500,42.610001,42.227501,42.330002,40.433681,102693200
2017-12-08,42.622501,42.750000,42.205002,42.342499,40.445621,93420800
2017-12-11,42.299999,43.222500,42.197498,43.167500,41.233662,141095200
2017-12-12,43.037498,43.097500,42.865002,42.924999,41.002029,77636800
2017-12-13,43.125000,43.384998,43.000000,43.067501,41.138142,95273600
2017-12-14,43.099998,43.282501,42.912498,43.055000,41.126198,81906000
2017-12-15,43.407501,43.542500,43.115002,43.492500,41.544109,160677200
2017-12-18,43.720001,44.299999,43.715000,44.105000,42.129162,117684400
2017-12-19,43.757500,43.847500,43.522499,43.634998,41.680222,109745600
2017-12-20,43.717499,43.855000,43.312500,43.587502,41.634857,93902400
2017-12-21,43.542500,44.005001,43.525002,43.752499,41.792458,83799600
2017-12-22,43.669998,43.855000,43.625000,43.752499,41.792458,65397600
2017-12-26,42.700001,42.867500,42.419998,42.642502,40.732178,132742000
2017-12-27,42.525002,42.695000,42.427502,42.650002,40.739349,85992800
2017-12-28,42.750000,42.962502,42.619999,42.770000,40.853970,65920800
2017-12-29,42.630001,42.647499,42.305000,42.307499,40.412186,103999600
2018-01-02,42.540001,43.075001,42.314999,43.064999,41.135754,102223600
2018-01-03,43.132500,43.637501,42.990002,43.057499,41.128586,118071600
2018-01-04,43.134998,43.367500,43.020000,43.257500,41.319633,89738400
2018-01-05,43.360001,43.842499,43.262501,43.750000,41.790070,94640000
2018-01-08,43.587502,43.902500,43.482498,43.587502,41.634857,82271200
2018-01-09,43.637501,43.764999,43.352501,43.582500,41.630081,86336000
2018-01-10,43.290001,43.575001,43.250000,43.572498,41.620518,95839600
2018-01-11,43.647499,43.872501,43.622501,43.820000,41.856937,74670800
2018-01-12,44.044998,44.340000,43.912498,44.272499,42.289158,101672400
2018-01-16,44.474998,44.847500,44.035000,44.047501,42.074242,118263600
2018-01-17,44.037498,44.812500,43.767502,44.775002,42.769154,137547200
2018-01-18,44.842499,45.025002,44.562500,44.814999,42.807354,124773600
2018-01-19,44.652500,44.895000,44.352501,44.615002,42.616318,129700400
2018-01-22,44.325001,44.445000,44.150002,44.250000,42.267670,108434400
2018-01-23,44.325001,44.860001,44.205002,44.259998,42.277225,130756400
2018-01-24,44.312500,44.325001,43.299999,43.555000,41.603802,204420400
2018-01-25,43.627499,43.737499,42.632500,42.777500,40.861134,166116000
2018-01-26,43.000000,43.000000,42.514999,42.877499,40.956646,156572000
2018-01-29,42.540001,42.540001,41.767502,41.990002,40.108917,202561600
2018-01-30,41.382500,41.842499,41.174999,41.742500,39.872505,184192800
2018-01-31,41.717499,42.110001,41.625000,41.857498,39.982342,129915600
2018-02-01,41.792500,42.154999,41.689999,41.945000,40.065926,188923200
2018-02-02,41.500000,41.700001,40.025002,40.125000,38.327461,346375200
2018-02-05,39.775002,40.970001,39.000000,39.122501,37.369877,290954000
2018-02-06,38.707500,40.930000,38.500000,40.757500,38.931629,272975200
2018-02-07,40.772499,40.849998,39.767502,39.884998,38.098209,206434400
2018-02-08,40.072498,40.250000,38.757500,38.787498,37.049877,217562000
2018-02-09,39.267502,39.472500,37.560001,39.102501,37.503048,282690400
2018-02-12,39.625000,40.972500,39.377499,40.677502,39.013634,243278000
2018-02-13,40.487499,41.187500,40.412498,41.084999,39.404465,130196800
2018-02-14,40.759998,41.884998,40.720001,41.842499,40.130966,162579600
2018-02-15,42.447498,43.272499,42.250000,43.247501,41.478508,204588800
2018-02-16,43.090000,43.705002,42.942501,43.107498,41.344227,160704400
2018-02-20,43.012501,43.564999,42.855000,42.962502,41.205166,135722000
2018-02-21,43.207500,43.529999,42.752499,42.767502,41.018143,149886400
2018-02-22,42.950001,43.487499,42.927502,43.125000,41.361012,123967600
2018-02-23,43.417500,43.912498,43.384998,43.875000,42.080341,135249600
2018-02-26,44.087502,44.847500,44.052502,44.742500,42.912357,152648800
2018-02-27,44.775002,45.119999,44.540001,44.597500,42.773281,155712400
2018-02-28,44.814999,45.154999,44.512501,44.529999,42.708542,151128400
2018-03-01,44.634998,44.945000,43.165001,43.750000,41.960453,195208000
2018-03-02,43.200001,44.075001,43.112499,44.052502,42.250580,153816000
2018-03-05,43.802502,44.435001,43.630001,44.205002,42.396839,113605600
2018-03-06,44.477501,44.562500,44.032501,44.167500,42.360874,95154000
2018-03-07,43.735001,43.962502,43.567501,43.757500,41.967651,126814000
2018-03-08,43.869999,44.279999,43.767502,44.235001,42.425613,95096400
2018-03-09,44.490002,45.000000,44.347500,44.994999,43.154526,128740800
2018-03-12,45.072498,45.597500,45.052502,45.430000,43.571732,128828400
2018-03-13,45.647499,45.875000,44.810001,44.992500,43.152138,126774000
2018-03-14,45.080002,45.130001,44.452499,44.610001,42.785267,117473600
2018-03-15,44.625000,45.060001,44.517502,44.662498,42.835617,90975200
2018-03-16,44.662498,44.779999,44.404999,44.505001,42.684570,157618800
2018-03-19,44.330002,44.367500,43.415001,43.825001,42.032387,133787200
2018-03-20,43.810001,44.200001,43.735001,43.810001,42.018002,78597600
2018-03-21,43.759998,43.772499,42.814999,42.817501,41.066090,148219600
2018-03-22,42.500000,43.169998,42.150002,42.212502,40.485844,165963200
2018-03-23,42.097500,42.480000,41.235001,41.235001,39.548321,164115200
2018-03-26,42.017502,43.275002,41.610001,43.192501,41.425755,150164800
2018-03-27,43.419998,43.787498,41.730000,42.084999,40.363560,163690400
2018-03-28,41.812500,42.505001,41.297501,41.619999,39.917568,166674000
2018-03-29,41.952499,42.937500,41.724998,41.945000,40.229282,153594000
2018-04-02,41.660000,42.235001,41.117500,41.669998,39.965527,150347200
2018-04-03,41.910000,42.187500,41.220001,42.097500,40.375546,121112000
2018-04-04,41.220001,43.002499,41.192501,42.902500,41.147625,138422000
2018-04-05,43.145000,43.557499,43.020000,43.200001,41.432957,107732800
2018-04-06,42.742500,43.119999,42.049999,42.095001,40.373154,140021200
2018-04-09,42.470001,43.272499,42.462502,42.512501,40.773571,116070800
2018-04-10,43.250000,43.500000,42.882500,43.312500,41.540844,113634400
2018-04-11,43.057499,43.480000,42.924999,43.110001,41.346634,89726400
2018-04-12,43.352501,43.750000,43.259998,43.535000,41.754250,91557200
2018-04-13,43.695000,43.959999,43.462502,43.682499,41.895706,100497200
2018-04-16,43.757500,44.047501,43.707500,43.955002,42.157070,86313600
2018-04-17,44.122501,44.735001,44.102501,44.560001,42.737328,106421600
2018-04-18,44.452499,44.705002,44.220001,44.459999,42.641407,83018000
2018-04-19,43.439999,43.847500,43.165001,43.200001,41.432957,139235200
2018-04-20,42.650002,42.805000,41.357498,41.430000,39.735352,261964400
2018-04-23,41.707500,41.730000,41.022499,41.310001,39.620262,146062000
2018-04-24,41.417500,41.582500,40.305000,40.735001,39.068775,134768000
2018-04-25,40.654999,41.355000,40.602501,40.912498,39.239010,113528400
2018-04-26,41.029999,41.432499,40.842499,41.055000,39.375690,111852000
2018-04-27,41.000000,41.082500,40.157501,40.580002,38.920120,142623200
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.625053,169709600
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.545795,214277600
2018-05-02,43.807499,44.437500,43.450001,44.142502,42.336891,266157600
2018-05-03,43.970001,44.375000,43.610001,44.222500,42.413631,136272800
2018-05-04,44.562500,46.062500,44.542500,45.957500,44.077656,224805200
2018-05-07,46.294998,46.917500,46.187500,46.290001,44.396557,169805600
2018-05-08,46.247501,46.555000,45.917500,46.512501,44.609959,113611200
2018-05-09,46.637501,46.849998,46.305000,46.840000,44.924053,92844800
2018-05-10,46.935001,47.592499,46.912498,47.509998,45.566647,111957200
2018-05-11,47.372501,47.514999,46.862499,47.147499,45.393349,104848800
2018-05-14,47.252499,47.382500,46.965000,47.037498,45.287437,83115200
2018-05-15,46.695000,46.767502,46.275002,46.610001,44.875843,94780800
2018-05-16,46.517502,47.115002,46.500000,47.044998,45.294662,76732400
2018-05-17,47.000000,47.227501,46.590000,46.747501,45.008232,69176000
2018-05-18,46.797501,46.952499,46.532501,46.577499,44.844563,73190800
2018-05-21,47.000000,47.317501,46.727501,46.907501,45.162273,73603200
2018-05-22,47.095001,47.220001,46.695000,46.790001,45.049156,60962800
2018-05-23,46.587502,47.125000,46.439999,47.090000,45.337990,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,45.287437,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145000,45.390945,69844000
2018-05-29,46.900002,47.187500,46.717499,46.974998,45.227268,90056400
2018-05-30,46.930000,47.000000,46.695000,46.875000,45.130985,74762000
2018-05-31,46.805000,47.057499,46.535000,46.717499,44.979343,109931200
2018-06-01,46.997501,47.564999,46.937500,47.560001,45.790508,93770000
2018-06-04,47.910000,48.355000,47.837502,47.957500,46.173203,105064800
2018-06-05,48.267502,48.485001,48.090000,48.327499,46.529438,86264000
2018-06-06,48.407501,48.520000,47.980000,48.494999,46.690712,83734400
2018-06-07,48.535000,48.549999,48.084999,48.365002,46.565548,85388800
2018-06-08,47.792500,48.000000,47.442501,47.924999,46.141914,106627200
2018-06-11,47.837502,47.992500,47.552502,47.807499,46.028786,73234000
2018-06-12,47.847500,48.152500,47.787498,48.070000,46.281525,67644400
2018-06-13,48.105000,48.220001,47.610001,47.674999,45.901215,86553600
2018-06-14,47.887501,47.892502,47.555000,47.700001,45.925297,86440400
2018-06-15,47.507500,47.540001,47.064999,47.209999,45.453514,246876800
2018-06-18,46.970001,47.305000,46.799999,47.185001,45.429455,73939600
2018-06-19,46.285000,46.582500,45.862499,46.422501,44.695324,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625000,44.890289,82514800
2018-06-21,46.812500,47.087502,46.235001,46.365002,44.639965,102847600
2018-06-22,46.529999,46.537498,46.174999,46.230000,44.509983,108801600
2018-06-25,45.849998,46.230000,45.182499,45.542500,43.848061,126652400
2018-06-26,45.747501,46.632500,45.634998,46.107498,44.392036,98276800
2018-06-27,46.307499,46.820000,46.007500,46.040001,44.327053,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375000,44.649586,69460800
2018-06-29,46.572498,46.797501,45.727501,46.277500,44.555717,90950800
2018-07-02,45.955002,46.825001,45.855000,46.794998,45.053967,70925200
2018-07-03,46.947498,46.987499,45.884998,45.980000,44.269287,55819200
2018-07-05,46.314999,46.602501,46.070000,46.349998,44.625523,66416800
2018-07-06,46.355000,47.107498,46.299999,46.992500,45.244118,69940800
2018-07-09,47.375000,47.669998,47.325001,47.645000,45.872334,79026400
2018-07-10,47.677502,47.820000,47.544998,47.587502,45.816975,63756400
2018-07-11,47.125000,47.445000,46.902500,46.970001,45.222458,75326000
2018-07-12,47.382500,47.852501,47.327499,47.757500,45.980652,72164400
2018-07-13,47.770000,47.959999,47.724998,47.832500,46.052860,50055600
2018-07-16,47.880001,48.162498,47.605000,47.727501,45.951767,60172400
2018-07-17,47.437500,47.967499,47.299999,47.862499,46.081745,62138000
2018-07-18,47.945000,47.950001,47.482498,47.599998,45.829018,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,46.185249,81147200
2018-07-20,47.945000,48.107498,47.542500,47.860001,46.079338,82704800
2018-07-23,47.669998,47.990002,47.389999,47.902500,46.120255,63957600
2018-07-24,48.112499,48.415001,48.012501,48.250000,46.454830,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.892899,66839600
2018-07-26,48.652500,48.990002,48.402500,48.552502,46.746071,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.968624,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.711075,84118000
2018-07-31,47.575001,48.035000,47.334999,47.572498,45.802528,157492000
2018-08-01,49.782501,50.439999,49.327499,50.375000,48.500767,271742800
2018-08-02,50.145000,52.095001,50.087502,51.847500,49.918476,249616000
2018-08-03,51.757500,52.185001,51.369999,51.997501,50.062901,133789600
2018-08-06,52.000000,52.312500,51.767502,52.267502,50.322857,101701600
2018-08-07,52.330002,52.375000,51.689999,51.777500,49.851082,102349600
2018-08-08,51.512501,51.952499,51.130001,51.812500,49.884785,90102000
2018-08-09,52.382500,52.445000,51.799999,52.220001,50.277122,93970400
2018-08-10,51.840000,52.275002,51.667500,51.882500,50.127373,98444800
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.451042,103563600
2018-08-14,52.540001,52.639999,52.064999,52.437500,50.663593,82992000
2018-08-15,52.305000,52.685001,52.082500,52.560001,50.781952,115230400
2018-08-16,52.937500,53.452499,52.867500,53.330002,51.525902,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395000,52.554874,141708000
2018-08-20,54.525002,54.794998,53.777500,53.865002,52.042805,121150800
